ID,LtrGrade,Department,Grade,Term_GPA,Course,Name,Age,Attendance,Gender,Latino,Race,ZIP,LAT,LNG,ProfID
2016000002,A,Business Management,93.6,3.88,BUS 305,Business Law,20,93.33,2,1,1,92065,33.053006,-116.850651,23
2016000002,A,General Education,96.55,3.88,COM 105,Oral Communication,20,96.0,2,1,1,92065,33.053006,-116.850651,41
2016000002,A-,Integrated Core,91.05,3.88,INT 300,Ethics,20,80.0,2,1,1,92065,33.053006,-116.850651,29
2016000002,A,Business Management,93.0,3.88,MGT 320,HR and Talent Management,20,95.92,2,1,1,92065,33.053006,-116.850651,41
2016000002,A-,Business Management,90.04,3.88,MKT 320,Marketing Management,20,97.06,2,1,1,92065,33.053006,-116.850651,22
2016000003,C-,Natural Sciences,70.0,1.64,BIO 105,Introductory Biology I and LAB,23,100.0,3,0,1,90260,33.88856,-118.351813,6
2016000003,C,Natural Sciences,74.22,1.64,CHE 105,General Chemistry I and LAB,23,100.0,3,0,1,90260,33.88856,-118.351813,31
2016000003,B-,Integrated Core,82.47,1.64,INT 200,Classical Rhetoric,23,88.24,3,0,1,90260,33.88856,-118.351813,28
2016000003,F,Psychology,47.0,1.64,PSY 150,Introduction to Psychology,23,81.4,3,0,1,90260,33.88856,-118.351813,80
2016000003,D,Arts and Humanities,64.69,1.08,HIS 200,Special Topics: Civil War and Reconstruction Era,23,85.71,3,0,1,90260,33.88856,-118.351813,12
2016000003,0,General Education,0.0,1.08,THE 105,New Testament,23,85.71,3,0,1,90260,33.88856,-118.351813,52
2016000003,F,Integrated Core,4.0,1.08,INT 210,Western Civilization &amp; the Formation of Christendom,23,65.63,3,0,1,90260,33.88856,-118.351813,20
2016000003,A-,General Education,92.0,1.08,MTH 100,College Algebra,23,100.0,3,0,1,90260,33.88856,-118.351813,67
2016000003,F,General Education,56.48,1.08,SPA 105,Spanish II,23,88.89,3,0,1,90260,33.88856,-118.351813,19
2016000004,A,Business Management,96.0,4.0,ACC 220,Financial Accounting,27,95.83,2,1,1,92057,33.254619,-117.283341,17
2016000004,A,Business Management,100.0,4.0,ECO 115,Principles of Macroeconomics,27,100.0,2,1,1,92057,33.254619,-117.283341,81
2016000004,A,Integrated Core,93.0,4.0,INT 300,Ethics,27,90.24,2,1,1,92057,33.254619,-117.283341,29
2016000004,A,Business Management,93.0,4.0,MGT 100,Foundations of Business,27,82.35,2,1,1,92057,33.254619,-117.283341,76
2016000004,A,Arts and Humanities,94.5,4.0,LIT 200,Intro to Literature &amp; Creative Writing,27,87.1,2,1,1,92057,33.254619,-117.283341,54
2016000004,A,Business Management,94.63,3.86,ACC 230,Managerial Accounting,27,100.0,2,1,1,92057,33.254619,-117.283341,17
2016000004,A-,Business Management,90.07,3.86,BUS 498,Advanced Reading in Business,27,100.0,2,1,1,92057,33.254619,-117.283341,76
2016000004,A-,Business Management,90.9,3.86,MGT 420,Global Business Environment,27,100.0,2,1,1,92057,33.254619,-117.283341,76
2016000004,A,Business Management,93.11,3.86,MGT 480,Strategic Management,27,81.25,2,1,1,92057,33.254619,-117.283341,0
2016000004,A,Business Management,93.33,3.94,MGT 210,Quantitative Business Analysis,27,96.67,2,1,1,92057,33.254619,-117.283341,15
2016000004,A-,Business Management,92.4,3.94,MKT 320,Principles of Marketing,27,100.0,2,1,1,92057,33.254619,-117.283341,0
2016000004,A,General Education,93.62,3.94,THE 100,Orthodox Christianity,27,82.76,2,1,1,92057,33.254619,-117.283341,83
2016000004,A,General Education,93.23,3.94,WRI 105,College Composition II,27,80.0,2,1,1,92057,33.254619,-117.283341,10
2016000004,0,General Education,0.0,3.94,BIO 100,Natural World: Biology,27,100.0,2,1,1,92057,33.254619,-117.283341,31
2016000004,A,Integrated Core,97.43,3.94,INT 200,Classical Rhetoric,27,77.78,2,1,1,92057,33.254619,-117.283341,25
2016000004,B+,Business Management,87.0,3.58,MGT 320,HR and Talent Management,27,85.29,2,1,1,92057,33.254619,-117.283341,89
2016000004,A,Business Management,94.0,3.58,BUS 499,Senior Capstone,27,100.0,2,1,1,92057,33.254619,-117.283341,89
2016000004,A,Integrated Core,100.0,3.58,INT 310,Modern European Thought &amp; Culture,27,83.33,2,1,1,92057,33.254619,-117.283341,28
2016000004,A-,General Education,91.56,3.7,BIO 100,Natural World: Biology,27,61.29,2,1,1,92057,33.254619,-117.283341,77
2016000005,C+,Natural Sciences,77.45,3.13,CHE 105,General Chemistry I and LAB,24,100.0,3,0,1,90304,33.937886,-118.358559,31
2016000005,A,Integrated Core,93.0,3.13,INT 300,Ethics,24,92.68,3,0,1,90304,33.937886,-118.358559,29
2016000005,C+,Kinesiology,79.1,3.13,KIN 100,Fundamentals of Nutrition,24,96.67,3,0,1,90304,33.937886,-118.358559,40
2016000005,A,General Education,95.14,3.13,THE 100,Orthodox Christianity,24,96.67,3,0,1,90304,33.937886,-118.358559,83
2016000005,F,Natural Sciences,57.63,1.82,BIO 110,Introductory Biology II and LAB,24,87.04,3,0,1,90304,33.937886,-118.358559,6
2016000005,C+,Kinesiology,78.71,1.82,KIN 300,Applied Kinesiology,24,82.76,3,0,1,90304,33.937886,-118.358559,40
2016000005,C-,General Education,70.0,1.82,THE 105,New Testament,24,100.0,3,0,1,90304,33.937886,-118.358559,52
2016000005,A,General Education,114.44,1.82,WRI 105,College Composition II,24,94.12,3,0,1,90304,33.937886,-118.358559,71
2016000005,C-,Integrated Core,72.02,1.82,INT 310,Modern European Thought &amp; Culture,24,75.0,3,0,1,90304,33.937886,-118.358559,28
2016000005,C,General Education,75.98,2.18,ECO 100,Introduction to Economics,24,96.55,3,0,1,90304,33.937886,-118.358559,17
2016000005,B-,Kinesiology,82.0,2.18,KIN 315,Nutrition for Health &amp; Exercise Performance,24,100.0,3,0,1,90304,33.937886,-118.358559,77
2016000005,C+,Kinesiology,78.88,2.18,KIN 325,Motor Control &amp; Learning,24,96.3,3,0,1,90304,33.937886,-118.358559,40
2016000005,C-,Kinesiology,72.79,2.18,KIN 350,Measurments and Evaluation in Kinesiology,24,78.57,3,0,1,90304,33.937886,-118.358559,50
2016000005,A-,Natural Sciences,92.0,2.99,BIO 310,Human Physiology and Anatomy II,24,92.86,3,0,1,90304,33.937886,-118.358559,73
2016000005,B,Kinesiology,84.0,2.99,KIN 240,Exercise Physiology and LAB,24,100.0,3,0,1,90304,33.937886,-118.358559,50
2016000005,C,Kinesiology,75.0,2.99,KIN 370,Health and Fitness Across the Lifespan,24,93.18,3,0,1,90304,33.937886,-118.358559,40
2016000005,C+,Kinesiology,76.0,2.99,KIN 380,Socio-Phychological Aspects of Sport &amp; Physical Activity,24,100.0,3,0,1,90304,33.937886,-118.358559,40
2016000005,B,Kinesiology,84.31,3.67,KIN 340,Principles of Health Promotion,24,71.88,3,0,1,90304,33.937886,-118.358559,66
2016000005,A,Kinesiology,99.0,3.67,KIN 490,Research Methods I,24,100.0,3,0,1,90304,33.937886,-118.358559,40
2016000006,B,Other,83.0,2.49,FRS 100,Freshman Seminar,20,100.0,2,1,4,92530,33.649528000000004,-117.376774,12
2016000006,C-,Integrated Core,72.4,2.49,INT 100,Interdisciplinary Studies,20,100.0,2,1,4,92530,33.649528000000004,-117.376774,28
2016000006,A,General Education,93.0,2.49,WRI 090,Intermediate Composition,20,100.0,2,1,4,92530,33.649528000000004,-117.376774,54
2016000006,0,Natural Sciences,0.0,2.49,BIO 105,Introductory Biology I and LAB,20,94.44,2,1,4,92530,33.649528000000004,-117.376774,6
2016000006,D-,Natural Sciences,60.36,2.49,CHE 105,General Chemistry I and LAB,20,100.0,2,1,4,92530,33.649528000000004,-117.376774,31
2016000006,B-,Arts and Humanities,81.67,2.78,ART 100,Intro to Studio Art &amp; Art History,20,100.0,2,1,4,92530,33.649528000000004,-117.376774,39
2016000006,C-,Arts and Humanities,71.0,2.78,HIS 200,Special Topics: Civil War and Reconstruction Era,20,94.29,2,1,4,92530,33.649528000000004,-117.376774,12
2016000006,B-,Integrated Core,81.83,2.78,INT 110,Critical Reasoning,20,89.66,2,1,4,92530,33.649528000000004,-117.376774,29
2016000006,0,General Education,0.0,2.78,MTH 100,College Algebra,20,100.0,2,1,4,92530,33.649528000000004,-117.376774,67
2016000006,A,General Education,100.5,2.78,WRI 100,College Composition I,20,90.48,2,1,4,92530,33.649528000000004,-117.376774,71
2016000008,B-,Other,80.0,2.48,FRS 100,Freshman Seminar,21,93.75,3,1,1,92843,33.763905,-117.931382,12
2016000008,C-,Integrated Core,72.22,2.48,INT 100,Interdisciplinary Studies,21,88.24,3,1,1,92843,33.763905,-117.931382,28
2016000008,D-,General Education,60.75,2.48,WRI 100,College Composition I,21,80.77,3,1,1,92843,33.763905,-117.931382,54
2016000008,C+,Natural Sciences,79.0,2.48,BIO 105,Introductory Biology I and LAB,21,93.75,3,1,1,92843,33.763905,-117.931382,6
2016000008,A,General Education,96.0,2.48,THE 100,Orthodox Christianity,21,86.67,3,1,1,92843,33.763905,-117.931382,83
2016000008,F,Natural Sciences,52.68,1.62,BIO 110,Introductory Biology II and LAB,21,90.74,3,1,1,92843,33.763905,-117.931382,6
2016000008,C-,Integrated Core,70.14,1.62,INT 110,Critical Reasoning,21,84.38,3,1,1,92843,33.763905,-117.931382,29
2016000008,B,Kinesiology,83.31,1.62,KIN 150,Intro to Athletic Training,21,93.75,3,1,1,92843,33.763905,-117.931382,51
2016000008,C+,General Education,77.1,1.62,MTH 105,Introduction to Statistics,21,97.22,3,1,1,92843,33.763905,-117.931382,15
2016000008,0,General Education,0.0,1.62,THE 105,New Testament,21,85.71,3,1,1,92843,33.763905,-117.931382,52
2016000011,A,Arts and Humanities,107.0,4.0,HIS 100,Introduction to Historical Study,26,100.0,3,1,1,92501,33.99504,-117.373184,20
2016000011,A,Integrated Core,96.0,4.0,INT 300,Ethics,26,100.0,3,1,1,92501,33.99504,-117.373184,29
2016000011,A,Arts and Humanities,100.0,4.0,MUS 205,Chorale,26,100.0,3,1,1,92501,33.99504,-117.373184,75
2016000011,A,General Education,97.0,4.0,THE 100,Orthodox Christianity,26,93.33,3,1,1,92501,33.99504,-117.373184,83
2016000011,A,Arts and Humanities,95.35,4.0,LIT 200,Intro to Literature &amp; Creative Writing,26,96.77,3,1,1,92501,33.99504,-117.373184,54
2016000011,A,Arts and Humanities,93.0,4.0,MUS 300,Music Theory I,26,93.75,3,1,1,92501,33.99504,-117.373184,75
2016000011,B-,Arts and Humanities,80.1,3.63,HUM 305,Literature in History,26,100.0,3,1,1,92501,33.99504,-117.373184,28
2016000011,0,General Education,0.0,3.63,THE 105,New Testament,26,100.0,3,1,1,92501,33.99504,-117.373184,52
2016000011,A-,Integrated Core,91.93,3.63,INT 110,Critical Reasoning,26,96.55,3,1,1,92501,33.99504,-117.373184,29
2016000011,A,Arts and Humanities,100.0,3.63,MUS 060,Piano Proficiency,26,100.0,3,1,1,92501,33.99504,-117.373184,75
2016000011,A,Arts and Humanities,106.87,3.63,MUS 200,Intro to Music Listening and Performance,26,100.0,3,1,1,92501,33.99504,-117.373184,75
2016000011,A,Arts and Humanities,97.99,3.63,MUS 305,Western Music History,26,100.0,3,1,1,92501,33.99504,-117.373184,75
2016000011,B-,Integrated Core,81.5,3.54,INT 350,"The American Experiment in Politics, Culture &amp; Religion",26,93.75,3,1,1,92501,33.99504,-117.373184,52
2016000011,0,Arts and Humanities,0.0,3.54,MUS 201,Orthodox Church Music,26,100.0,3,1,1,92501,33.99504,-117.373184,75
2016000011,A,Arts and Humanities,99.12,3.54,MUS 310,Contemporary Composition,26,100.0,3,1,1,92501,33.99504,-117.373184,75
2016000011,A,Arts and Humanities,99.05,3.54,MUS 315,World Music,26,100.0,3,1,1,92501,33.99504,-117.373184,75
2016000011,B,Arts and Humanities,83.0,3.54,HUM 310,"Word, Image, Song",26,96.43,3,1,1,92501,33.99504,-117.373184,28
2016000011,B,Arts and Humanities,84.0,3.2,HUM 400,Becoming Human,26,91.67,3,1,1,92501,33.99504,-117.373184,28
2016000011,A,Arts and Humanities,93.8,3.2,MUS 400,Special Topics,26,100.0,3,1,1,92501,33.99504,-117.373184,72
2016000011,C+,General Education,76.0,3.2,MTH 100,College Algebra,26,96.67,3,1,1,92501,33.99504,-117.373184,57
2016000011,A,Arts and Humanities,108.33,3.2,ART 100,Intro to Studio Art &amp; Art History,26,95.24,3,1,1,92501,33.99504,-117.373184,39
2016000012,C+,Other,77.0,2.41,FRS 100,Freshman Seminar,20,100.0,2,1,1,92056,33.201242,-117.296984,12
2016000012,C,Integrated Core,74.0,2.41,INT 100,Interdisciplinary Studies,20,97.06,2,1,1,92056,33.201242,-117.296984,28
2016000012,D,Business Management,64.25,2.41,MGT 100,Foundations of Business,20,100.0,2,1,1,92056,33.201242,-117.296984,76
2016000012,A-,General Education,91.59,2.41,WRI 100,College Composition I,20,100.0,2,1,1,92056,33.201242,-117.296984,54
2016000012,B-,Business Management,82.74,2.41,ECO 115,Principles of Macroeconomics,20,96.67,2,1,1,92056,33.201242,-117.296984,81
2016000012,B-,Business Management,82.3,2.66,ECO 110,Principles of Microeconomics,20,100.0,2,1,1,92056,33.201242,-117.296984,17
2016000012,C+,Integrated Core,77.59,2.66,INT 110,Critical Reasoning,20,96.55,2,1,1,92056,33.201242,-117.296984,29
2016000012,D+,General Education,66.0,2.66,MTH 105,Introduction to Statistics,20,94.44,2,1,1,92056,33.201242,-117.296984,15
2016000012,A-,General Education,92.94,2.66,WRI 105,College Composition II,20,82.35,2,1,1,92056,33.201242,-117.296984,71
2016000012,B+,Arts and Humanities,86.54,2.66,HIS 200,Special Topics: Civil War and Reconstruction Era,20,100.0,2,1,1,92056,33.201242,-117.296984,12
2016000012,C,Business Management,75.19,2.67,ACC 220,Financial Accounting,20,100.0,2,1,1,92056,33.201242,-117.296984,17
2016000012,B,Integrated Core,85.42,2.67,INT 200,Classical Rhetoric,20,96.3,2,1,1,92056,33.201242,-117.296984,25
2016000012,B,Business Management,83.27,2.67,MGT 210,Quantitative Business Analysis,20,100.0,2,1,1,92056,33.201242,-117.296984,15
2016000012,B-,Business Management,80.0,3.02,ACC 230,Managerial Accounting,20,100.0,2,1,1,92056,33.201242,-117.296984,17
2016000012,A-,General Education,90.0,3.02,CHE 100,Natural World: Chemistry,20,93.1,2,1,1,92056,33.201242,-117.296984,63
2016000012,B+,Integrated Core,86.0,3.02,INT 210,Western Civilization &amp; the Formation of Christendom,20,97.83,2,1,1,92056,33.201242,-117.296984,20
2016000012,B-,Business Management,80.8,3.02,MGT 315,Organizational Behavior,20,100.0,2,1,1,92056,33.201242,-117.296984,89
2016000012,B-,Business Management,81.0,3.02,BUS 310,Leadership and Business Ethics,20,100.0,2,1,1,92056,33.201242,-117.296984,44
2016000012,B-,General Education,80.49,3.0,ASL 100,American Sign Language I,20,92.86,2,1,1,92056,33.201242,-117.296984,82
2016000012,B-,General Education,80.0,3.0,BIO 100,Natural World: Biology,20,96.77,2,1,1,92056,33.201242,-117.296984,77
2016000012,B,Business Management,84.53,3.0,BUS 305,Business Law,20,90.0,2,1,1,92056,33.201242,-117.296984,23
2016000012,B-,Integrated Core,81.16,3.0,INT 300,Ethics,20,100.0,2,1,1,92056,33.201242,-117.296984,29
2016000012,A,Business Management,97.38,3.0,MGT 320,HR and Talent Management,20,100.0,2,1,1,92056,33.201242,-117.296984,41
2016000013,A,Natural Sciences,97.09,3.55,BIO 105,Introductory Biology I and LAB,22,100.0,3,1,1,85142,33.19999,-111.636294,6
2016000013,B+,Natural Sciences,89.0,3.55,CHE 105,General Chemistry I and LAB,22,100.0,3,1,1,85142,33.19999,-111.636294,31
2016000013,B,Natural Sciences,83.0,3.55,PHY 105,Physics I and LAB,22,100.0,3,1,1,85142,33.19999,-111.636294,31
2016000013,A-,Natural Sciences,90.9,3.66,BIO 110,Introductory Biology II and LAB,22,98.15,3,1,1,85142,33.19999,-111.636294,6
2016000013,B+,Natural Sciences,88.0,3.66,CHE 110,General Chemistry II and LAB,22,100.0,3,1,1,85142,33.19999,-111.636294,31
2016000013,A,Natural Sciences,99.0,3.66,MTH 210,Calculus II,22,100.0,3,1,1,85142,33.19999,-111.636294,67
2016000013,A-,Natural Sciences,91.5,3.66,PHY 110,Physics II and LAB,22,100.0,3,1,1,85142,33.19999,-111.636294,31
2016000013,A-,General Education,91.0,3.66,THE 105,New Testament,22,100.0,3,1,1,85142,33.19999,-111.636294,52
2016000013,P+,Natural Sciences,100.0,3.66,BIO 390,Journal Club and Scientific Writing,22,100.0,3,1,1,85142,33.19999,-111.636294,31
2016000013,A-,Natural Sciences,91.18,3.93,CHE 300,Biochemistry I and LAB,22,100.0,3,1,1,85142,33.19999,-111.636294,53
2016000013,A,Integrated Core,94.55,3.93,INT 200,Classical Rhetoric,22,84.0,3,1,1,85142,33.19999,-111.636294,25
2016000013,A,Integrated Core,93.47,3.93,INT 300,Ethics,22,96.43,3,1,1,85142,33.19999,-111.636294,29
2016000013,A,General Education,94.29,3.93,THE 100,Orthodox Christianity,22,100.0,3,1,1,85142,33.19999,-111.636294,83
2016000013,A,Natural Sciences,97.03,3.93,BIO 430,Neuroscience,22,100.0,3,1,1,85142,33.19999,-111.636294,27
2016000013,A,Natural Sciences,94.0,3.84,BIO 225,Genetics and Genomes,22,88.37,3,1,1,85142,33.19999,-111.636294,73
2016000013,A,Natural Sciences,93.0,3.84,CHE 301,Biochemistry II,22,100.0,3,1,1,85142,33.19999,-111.636294,63
2016000013,A,Integrated Core,101.37,3.84,INT 310,Modern European Thought &amp; Culture,22,96.88,3,1,1,85142,33.19999,-111.636294,28
2016000013,A,Natural Sciences,101.0,3.84,MTH 315,Biostatistics,22,93.33,3,1,1,85142,33.19999,-111.636294,25
2016000013,B+,Natural Sciences,87.63,3.77,BIO 425,Cell Biology,22,95.65,3,1,1,85142,33.19999,-111.636294,33
2016000013,A,Kinesiology,99.41,3.77,KIN 150,Intro to Athletic Training,22,90.7,3,1,1,85142,33.19999,-111.636294,51
2016000016,B-,Other,82.0,2.79,FRS 100,Freshman Seminar,21,100.0,3,1,2,80018,39.688002,-104.68974,12
2016000016,B+,Arts and Humanities,88.0,2.79,HIS 100,Introduction to Historical Study,21,96.88,3,1,2,80018,39.688002,-104.68974,20
2016000016,C,Integrated Core,74.0,2.79,INT 100,Interdisciplinary Studies,21,91.18,3,1,2,80018,39.688002,-104.68974,28
2016000016,A-,General Education,91.0,2.79,THE 100,Orthodox Christianity,21,86.67,3,1,2,80018,39.688002,-104.68974,83
2016000016,C+,General Education,79.25,2.79,WRI 090,Intermediate Composition,21,92.59,3,1,2,80018,39.688002,-104.68974,54
2016000016,B-,Arts and Humanities,81.2,2.35,HIS 200,Special Topics: Civil War and Reconstruction Era,21,100.0,3,1,2,80018,39.688002,-104.68974,12
2016000016,C-,Integrated Core,70.69,2.35,INT 110,Critical Reasoning,21,86.21,3,1,2,80018,39.688002,-104.68974,29
2016000016,C+,General Education,78.0,2.35,MTH 100,College Algebra,21,100.0,3,1,2,80018,39.688002,-104.68974,67
2016000016,B-,General Education,82.25,2.35,WRI 100,College Composition I,21,90.48,3,1,2,80018,39.688002,-104.68974,71
2016000016,D+,Integrated Core,66.27,2.22,INT 200,Classical Rhetoric,21,88.89,3,1,2,80018,39.688002,-104.68974,25
2016000016,B+,Arts and Humanities,86.69,2.22,LIT 200,Intro to Literature &amp; Creative Writing,21,90.0,3,1,2,80018,39.688002,-104.68974,28
2016000016,C,General Education,74.04,2.22,WRI 105,College Composition II,21,96.0,3,1,2,80018,39.688002,-104.68974,10
2016000016,D+,General Education,66.04,2.22,ASL 100,American Sign Language I,21,95.83,3,1,2,80018,39.688002,-104.68974,82
2016000016,B,Business Management,83.0,2.22,BUS 305,Business Law,21,84.62,3,1,2,80018,39.688002,-104.68974,61
2016000016,B-,General Education,81.1,2.22,COM 105,Oral Communication,21,96.77,3,1,2,80018,39.688002,-104.68974,41
2016000016,B-,Arts and Humanities,80.0,2.28,ART 100,Intro to Studio Art &amp; Art History,21,80.95,3,1,2,80018,39.688002,-104.68974,39
2016000016,B-,Arts and Humanities,80.0,2.28,MUS 200,Intro to Music Listening and Performance,21,100.0,3,1,2,80018,39.688002,-104.68974,72
2016000016,F,General Education,26.75,2.28,THE 105,New Testament,21,46.67,3,1,2,80018,39.688002,-104.68974,52
2016000016,B-,Integrated Core,82.31,2.28,INT 210,Western Civilization &amp; the Formation of Christendom,21,97.83,3,1,2,80018,39.688002,-104.68974,20
2016000017,A-,Business Management,91.47,2.82,ECO 115,Principles of Macroeconomics,23,96.67,3,1,1,94534,38.244839,-122.135861,81
2016000017,B-,Business Management,82.0,2.82,MGT 100,Foundations of Business,23,100.0,3,1,1,94534,38.244839,-122.135861,76
2016000017,B-,Business Management,80.0,2.82,BUS 310,Leadership and Business Ethics,23,94.12,3,1,1,94534,38.244839,-122.135861,44
2016000017,B-,General Education,81.14,2.82,BIO 100,Natural World: Biology,23,95.83,3,1,1,94534,38.244839,-122.135861,6
2016000017,C+,Kinesiology,78.0,2.82,KIN 200,Introduction to Kinesiology,23,96.55,3,1,1,94534,38.244839,-122.135861,40
2016000017,B-,Business Management,80.05,2.38,ECO 110,Principles of Microeconomics,23,100.0,3,1,1,94534,38.244839,-122.135861,17
2016000017,C,Integrated Core,75.5,2.38,INT 310,Modern European Thought &amp; Culture,23,100.0,3,1,1,94534,38.244839,-122.135861,28
2016000017,B-,Kinesiology,82.71,2.38,KIN 300,Applied Kinesiology,23,100.0,3,1,1,94534,38.244839,-122.135861,40
2016000017,D+,General Education,68.8,2.38,MTH 105,Introduction to Statistics,23,100.0,3,1,1,94534,38.244839,-122.135861,15
2016000017,C+,Business Management,76.32,2.38,ACC 230,Managerial Accounting,23,93.33,3,1,1,94534,38.244839,-122.135861,17
2016000017,B+,Kinesiology,88.43,2.38,KIN 150,Intro to Athletic Training,23,100.0,3,1,1,94534,38.244839,-122.135861,51
2016000017,A-,Business Management,91.29,3.08,BUS 498,Advanced Reading in Business,23,100.0,3,1,1,94534,38.244839,-122.135861,89
2016000017,B+,Kinesiology,89.2,3.08,KIN 100,Fundamentals of Nutrition,23,100.0,3,1,1,94534,38.244839,-122.135861,40
2016000017,B+,Kinesiology,86.56,3.08,KIN 350,Measurments and Evaluation in Kinesiology,23,92.86,3,1,1,94534,38.244839,-122.135861,50
2016000017,A,Business Management,95.12,3.08,MGT 210,Quantitative Business Analysis,23,100.0,3,1,1,94534,38.244839,-122.135861,15
2016000017,C+,Business Management,77.31,3.08,MKT 320,Principles of Marketing,23,100.0,3,1,1,94534,38.244839,-122.135861,0
2016000017,B+,Business Management,88.0,3.23,BUS 499,Senior Capstone,23,100.0,3,1,1,94534,38.244839,-122.135861,89
2016000017,A-,Integrated Core,90.0,3.23,INT 110,Critical Reasoning,23,81.82,3,1,1,94534,38.244839,-122.135861,29
2016000017,B-,Business Management,80.0,3.23,MGT 480,Strategic Management,23,90.91,3,1,1,94534,38.244839,-122.135861,89
2016000018,B+,Natural Sciences,86.0,3.31,BIO 105,Introductory Biology I and LAB,24,100.0,3,1,1,91390,34.545587,-118.420095,6
2016000018,A,Integrated Core,97.34,3.31,INT 300,Ethics,24,100.0,3,1,1,91390,34.545587,-118.420095,29
2016000018,A,General Education,97.0,3.31,THE 100,Orthodox Christianity,24,93.33,3,1,1,91390,34.545587,-118.420095,83
2016000018,C+,General Education,77.2,3.31,SPA 100,Spanish I,24,100.0,3,1,1,91390,34.545587,-118.420095,19
2016000018,C+,Natural Sciences,76.81,2.6,BIO 110,Introductory Biology II and LAB,24,94.44,3,1,1,91390,34.545587,-118.420095,6
2016000018,B+,Kinesiology,86.86,2.6,KIN 300,Applied Kinesiology,24,89.66,3,1,1,91390,34.545587,-118.420095,40
2016000018,C+,General Education,76.46,2.6,SPA 105,Spanish II,24,94.44,3,1,1,91390,34.545587,-118.420095,19
2016000018,B,General Education,84.0,2.6,THE 105,New Testament,24,100.0,3,1,1,91390,34.545587,-118.420095,52
2016000018,C+,Integrated Core,78.14,2.6,INT 310,Modern European Thought &amp; Culture,24,87.5,3,1,1,91390,34.545587,-118.420095,28
2016000018,B+,Kinesiology,89.25,3.16,KIN 325,Motor Control &amp; Learning,24,96.3,3,1,1,91390,34.545587,-118.420095,40
2016000018,B+,Kinesiology,86.29,3.16,KIN 340,Principles of Health Promotion,24,92.59,3,1,1,91390,34.545587,-118.420095,50
